"Points:0","Points:1","Points:2"
-0.002643,-0.002331,-0.000976
-0.001317,-0.003273,-0.000998
-0.001555,-0.002768,-0.001282
0.001194,-0.00275,-0.001162
-0.019383,-0.001805,-0.001072
-0.018875,-0.001294,-0.001051
-0.018085,-0.001955,-0.001115
-0.017545,-0.001367,-0.001147
-0.016781,-0.001953,-0.000992
-0.016433,-0.001229,-0.00109
-0.015882,-0.001507,-0.001134
-0.015019,-0.001315,-0.001099
-0.013875,-0.00193,-0.001119
-0.013542,-0.000994,-0.001013
-0.012405,-0.001413,-0.001102
-0.011095,-0.001471,-0.000998
-0.009565,-0.000945,-0.001191
-0.008945,-0.001685,-0.001074
-0.007975,-0.00189,-0.001019
-0.007479,-0.001461,-0.001088
-0.007058,-0.001143,-0.00103
-0.006268,-0.001532,-0.001151
-0.006065,-0.000919,-0.001049
-0.005155,-0.001906,-0.000731
-0.003682,-0.001987,-0.001055
-0.002051,-0.001268,-0.001204
-0.000709,-0.001594,-0.001017
-1.1e-05,-0.001625,-0.000935
0.000997,-0.001114,-0.000968
0.001898,-0.00184,-0.001107
0.002878,-0.001853,-0.001298
-0.019721,-0.000737,-0.000985
-0.019484,5.2e-05,-0.001155
-0.018854,0.000238,-0.001168
-0.018249,-0.000818,-0.00117
-0.017861,-0.000714,-0.001151
-0.018669,-0.000323,-0.001082
-0.017906,0.000181,-0.001085
-0.016014,-0.000248,-0.001177
-0.01558,-0.000323,-0.000618
-0.014272,0.000298,-0.001208
-0.013713,2.1e-05,-0.001083
-0.013057,-0.000679,-0.001077
-0.013146,0.00029,-0.001276
-0.012704,-0.000158,-0.001219
-0.01218,-0.000855,-0.000965
-0.011315,3.4e-05,-0.001086
-0.010014,-0.000623,-0.001154
-0.009284,0.000328,-0.000929
-0.008035,-0.00048,-0.001232
-0.008064,0.000168,-0.00122
-0.004296,-0.000693,-0.00125
-0.00373,-5.6e-05,-0.001269
-0.003103,-0.000402,-0.001145
-0.002246,-0.000431,-0.00089
2.6e-05,-0.000337,-0.001105
0.001706,-8e-05,-0.001152
0.002518,-3.1e-05,-0.001094
0.003936,-0.000193,-0.001146
-0.019721,0.000757,-0.001147
-0.019668,0.001648,-0.001097
-0.019379,0.001615,-0.000908
-0.018439,0.001358,-0.001161
-0.017938,0.001046,-0.001135
-0.01769,0.00146,-0.001116
-0.01635,0.000406,-0.001207
-0.017212,0.001042,-0.001111
-0.014972,0.000795,-0.001232
-0.014594,0.001012,-0.001037
-0.014288,0.00097,-0.001055
-0.013985,0.000759,-0.001118
-0.012468,0.000458,-0.001193
-0.013573,0.00105,-0.001075
-0.012774,0.001514,-0.000948
-0.012144,0.000969,-0.001051
-0.010651,0.001545,-0.000927
-0.010063,0.000622,-0.001026
-0.009484,0.001371,-0.001021
-0.008283,0.001334,-0.000917
-0.007805,0.000821,-0.001113
-0.006963,0.000709,-0.001301
-0.004776,0.00041,-0.00129
-0.004949,0.001247,-0.001254
-0.004035,0.000521,-0.001235
-0.00378,0.001343,-0.001152
-0.002809,0.000724,-0.001114
-0.002481,0.001048,-0.001181
-0.001511,0.001169,-0.00111
-0.000881,0.000485,-0.001283
0.000305,0.000549,-0.001068
-0.000719,0.001651,-0.001161
0.000771,0.001515,-0.000984
0.003019,0.001424,-0.001228
0.004277,0.000627,-0.00125
-0.019767,0.00258,-0.000938
-0.018771,0.002564,-0.001064
-0.018413,0.001838,-0.001184
-0.018437,0.002828,-0.001156
-0.018293,0.002594,-0.001011
-0.017713,0.002268,-0.001125
-0.017696,0.002857,-0.000733
-0.017211,0.001709,-0.001092
-0.016404,0.001764,-0.001016
-0.017127,0.002858,-0.001095
-0.017066,0.002269,-0.001129
-0.016291,0.002881,-0.001146
-0.016072,0.002426,-0.001125
-0.015495,0.002623,-0.001251
-0.015167,0.002852,-0.001292
-0.015161,0.002064,-0.001258
-0.013079,0.001793,-0.001215
-0.013111,0.002744,-0.001293
-0.012727,0.002913,-0.001086
-0.011692,0.001865,-0.000926
-0.012024,0.002027,-0.001054
-0.011653,0.002846,-0.001142
-0.011096,0.002499,-0.001166
-0.01004,0.00179,-0.001246
-0.010801,0.002601,-0.001068
-0.010351,0.002168,-0.001142
-0.009466,0.001836,-0.00115
-0.008933,0.002168,-0.001263
-0.008582,0.002818,-0.001063
-0.007919,0.002612,-0.001172
-0.007156,0.00254,-0.001159
-0.006323,0.002245,-0.000803
-0.005771,0.002345,-0.000756
-0.004987,0.002699,-0.000683
-0.00478,0.002043,-0.001072
-0.004341,0.002713,-0.001175
-0.003611,0.002913,-0.00103
-0.002128,0.002297,-0.001218
-0.001708,0.002186,-0.00126
-0.000908,0.002477,-0.001304
-0.000116,0.002388,-0.001192
0.001323,0.00253,-0.001076
0.002739,0.001758,-0.00116
0.002289,0.002653,-0.000957
0.004669,0.001789,-0.001101
