"Points:0","Points:1","Points:2"
-1.23110e-02,5.74200e-03,-1.19600e-03
-1.09900e-02,5.54100e-03,-1.53600e-03
-9.41700e-03,6.92500e-03,-9.09000e-04
-7.90200e-03,5.82800e-03,-1.50700e-03
-7.58300e-03,6.24000e-03,-1.21000e-03
-6.72500e-03,6.53900e-03,-1.22800e-03
-6.59900e-03,5.77900e-03,-1.17100e-03
-5.87400e-03,5.73900e-03,-1.60500e-03
-4.00100e-03,6.84900e-03,-1.32900e-03
-3.09600e-03,6.99300e-03,-1.64300e-03
-1.32100e-03,6.64100e-03,-1.67600e-03
-2.54600e-03,5.83800e-03,-1.02000e-03
-1.58600e-03,5.98300e-03,-9.01000e-04
-7.93000e-04,6.78600e-03,-1.70600e-03
1.55900e-03,6.57000e-03,-1.12300e-03
4.33100e-03,6.69600e-03,-1.39400e-03
-2.24280e-02,7.30600e-03,-1.44500e-03
-2.00820e-02,8.76500e-03,-1.35300e-03
-1.90150e-02,8.03100e-03,-1.27300e-03
-1.83050e-02,8.61100e-03,-9.06000e-04
-1.72110e-02,8.59200e-03,-9.49000e-04
-1.62110e-02,8.57800e-03,-9.73000e-04
-1.43340e-02,7.55400e-03,-1.16300e-03
-1.19650e-02,7.24400e-03,-1.58200e-03
-1.31810e-02,8.19300e-03,-1.12700e-03
-1.07410e-02,7.30600e-03,-1.38300e-03
-1.12210e-02,8.17700e-03,-1.59000e-03
-9.54900e-03,8.34900e-03,-1.33300e-03
-8.17900e-03,7.67100e-03,-1.27200e-03
-6.19400e-03,8.23300e-03,-1.33300e-03
-5.27500e-03,8.33000e-03,-1.06800e-03
-4.25200e-03,7.88300e-03,-1.43400e-03
-3.32200e-03,7.34400e-03,-1.17300e-03
-1.93600e-03,8.18800e-03,-1.16800e-03
-8.68000e-04,7.67900e-03,-1.56500e-03
2.02700e-03,7.28400e-03,-1.53800e-03
7.03000e-04,8.33400e-03,-1.39700e-03
-2.33590e-02,8.96600e-03,-1.35900e-03
-2.31130e-02,9.73000e-03,-1.61600e-03
-2.18780e-02,9.35600e-03,-1.37200e-03
-2.03450e-02,1.00080e-02,-1.37800e-03
-1.87670e-02,9.34800e-03,-1.38200e-03
-1.76990e-02,9.39600e-03,-1.36500e-03
-1.56100e-02,1.00120e-02,-1.52600e-03
-1.53730e-02,9.01500e-03,-1.15800e-03
-1.15520e-02,8.92400e-03,-1.45800e-03
-1.30680e-02,9.75800e-03,-1.38100e-03
-1.02650e-02,1.04920e-02,-1.30300e-03
-9.48400e-03,1.02220e-02,-1.60500e-03
-8.47100e-03,9.82800e-03,-1.41500e-03
-7.95400e-03,9.86000e-03,-1.44300e-03
-7.39400e-03,9.19600e-03,-1.08600e-03
-2.62800e-03,9.64700e-03,-1.58200e-03
-8.99000e-04,1.00410e-02,-1.33200e-03
3.45000e-04,9.14900e-03,-1.63700e-03
-6.81800e-03,1.07600e-02,-1.47700e-03
-6.09000e-03,1.11970e-02,-1.45300e-03
-3.84200e-03,1.11770e-02,-1.29800e-03
-5.27000e-04,1.14570e-02,-1.67300e-03
-2.42380e-02,-4.28400e-03,-3.02500e-03
-3.71340e-02,1.38900e-03,-3.02700e-03
